suite,revision_role,pair,revision,adapter,records,changes,api,pattern,run,total_ns,operations_per_sec,p50_ns,p95_ns,root,node_count,byte_count,value_valid,count_valid,root_valid,reopen_valid
local-adapters,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,sqlite-sync,10000,100,diff,clustered,1,12833,7792410.192472531,12833,12833,248213085e1db13263248cb7b60267666a7fd33653591b04593d8691dbb0cd7c,86,296404,true,true,true,true
local-adapters,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,sqlite-sync,10000,100,diff,append,2,7667,13042911.17777488,7667,7667,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,sqlite-sync,10000,100,diff,clustered,2,10250,9756097.56097561,10250,10250,248213085e1db13263248cb7b60267666a7fd33653591b04593d8691dbb0cd7c,86,296404,true,true,true,true
local-adapters,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,sqlite-sync,10000,100,diff,append,3,7625,13114754.098360656,7625,7625,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,candidate,6,81357948363fdb51dbc201ae5ba1a7377bb297e0,sqlite-sync,10000,100,diff,clustered,3,14250,7017543.859649123,14250,14250,248213085e1db13263248cb7b60267666a7fd33653591b04593d8691dbb0cd7c,86,296404,true,true,true,true
local-adapters,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sqlite-sync,10000,100,diff,append,1,12959,7716644.802839725,12959,12959,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sqlite-sync,10000,100,diff,clustered,1,14458,6916585.973163647,14458,14458,248213085e1db13263248cb7b60267666a7fd33653591b04593d8691dbb0cd7c,86,296404,true,true,true,true
local-adapters,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sqlite-sync,10000,100,diff,append,2,8125,12307692.307692308,8125,8125,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sqlite-sync,10000,100,diff,clustered,2,10458,9562057.754828839,10458,10458,248213085e1db13263248cb7b60267666a7fd33653591b04593d8691dbb0cd7c,86,296404,true,true,true,true
local-adapters,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sqlite-sync,10000,100,diff,append,3,10292,9716284.49280995,10292,10292,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,baseline,6,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sqlite-sync,10000,100,diff,clustered,3,12250,8163265.306122449,12250,12250,248213085e1db13263248cb7b60267666a7fd33653591b04593d8691dbb0cd7c,86,296404,true,true,true,true
local-adapters,baseline,7,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sqlite-sync,10000,100,diff,append,1,20875,4790419.161676647,20875,20875,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,baseline,7,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sqlite-sync,10000,100,diff,clustered,1,11334,8823010.411152285,11334,11334,248213085e1db13263248cb7b60267666a7fd33653591b04593d8691dbb0cd7c,86,296404,true,true,true,true
local-adapters,baseline,7,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sqlite-sync,10000,100,diff,append,2,7875,12698412.698412698,7875,7875,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,baseline,7,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sqlite-sync,10000,100,diff,clustered,2,10708,9338812.103100486,10708,10708,248213085e1db13263248cb7b60267666a7fd33653591b04593d8691dbb0cd7c,86,296404,true,true,true,true
local-adapters,baseline,7,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sqlite-sync,10000,100,diff,append,3,7667,13042911.17777488,7667,7667,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,baseline,7,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sqlite-sync,10000,100,diff,clustered,3,9750,10256410.256410256,9750,9750,248213085e1db13263248cb7b60267666a7fd33653591b04593d8691dbb0cd7c,86,296404,true,true,true,true
local-adapters,candidate,7,81357948363fdb51dbc201ae5ba1a7377bb297e0,sqlite-sync,10000,100,diff,append,1,13000,7692307.692307693,13000,13000,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,candidate,7,81357948363fdb51dbc201ae5ba1a7377bb297e0,sqlite-sync,10000,100,diff,clustered,1,17042,5867855.885459453,17042,17042,248213085e1db13263248cb7b60267666a7fd33653591b04593d8691dbb0cd7c,86,296404,true,true,true,true
local-adapters,candidate,7,81357948363fdb51dbc201ae5ba1a7377bb297e0,sqlite-sync,10000,100,diff,append,2,8250,12121212.121212121,8250,8250,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,candidate,7,81357948363fdb51dbc201ae5ba1a7377bb297e0,sqlite-sync,10000,100,diff,clustered,2,14875,6722689.075630251,14875,14875,248213085e1db13263248cb7b60267666a7fd33653591b04593d8691dbb0cd7c,86,296404,true,true,true,true
local-adapters,candidate,7,81357948363fdb51dbc201ae5ba1a7377bb297e0,sqlite-sync,10000,100,diff,append,3,7834,12764871.074802145,7834,7834,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,candidate,7,81357948363fdb51dbc201ae5ba1a7377bb297e0,sqlite-sync,10000,100,diff,clustered,3,10083,9917683.22919766,10083,10083,248213085e1db13263248cb7b60267666a7fd33653591b04593d8691dbb0cd7c,86,296404,true,true,true,true
local-adapters,candidate,8,81357948363fdb51dbc201ae5ba1a7377bb297e0,sqlite-sync,10000,100,diff,append,1,13833,7229089.8575869305,13833,13833,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
