schema,records,api,pattern,repetitions,configured_changes,sqlite_latency_median_ns,sqlite_latency_min_ns,sqlite_latency_max_ns,sqlite_throughput_median_ops_sec,sqlite_throughput_min_ops_sec,sqlite_throughput_max_ops_sec,sqlite_p50_ns_median,sqlite_p95_ns_median,sqlite_p99_ns_median,sqlite_max_ns_median,turso_latency_median_ns,turso_latency_min_ns,turso_latency_max_ns,turso_throughput_median_ops_sec,turso_throughput_min_ops_sec,turso_throughput_max_ops_sec,turso_p50_ns_median,turso_p95_ns_median,turso_p99_ns_median,turso_max_ns_median,turso_over_sqlite_latency_ratio,turso_over_sqlite_throughput_ratio
sqlite-turso-local-v1,100000,diff,random,3,1000,48812250.0,45136375,63954416,20486.660623101783,15636.136838463195,22155.080021379654,,,,,71522417.0,69685667,76095250,13981.63040267501,13141.424727561838,14350.153238828869,,,,,1.4652554840229655,0.6824748386229732
sqlite-turso-local-v1,100000,merge,append,3,1000,3311625.0,3089125,5874791,603933.1144075794,340437.6428029525,647432.5253914944,,,,,7770834.0,7579208,8303166,257372.63207527017,240871.97582223456,263879.81435527303,,,,,2.3465319895821537,0.42616082134813327
sqlite-turso-local-v1,100000,merge,clustered,3,1000,3946416.0,2592917,6837875,506788.94470324466,292488.5289655046,771332.0557503384,,,,,5407584.0,5297792,6140709,369850.93527904514,325695.2902344013,377515.7650583488,,,,,1.3702518943770754,0.7297928243000941
sqlite-turso-local-v1,100000,merge,random,3,1000,273082709.0,264251458,297199333,7323.788486366598,6729.490203802039,7568.548590562555,,,,,293637375.0,288162875,297451959,6811.122051475906,6723.77484661313,6940.519315682147,,,,,1.0752690130959555,0.9299998305733389
sqlite-turso-local-v1,100000,put,append,3,1000,370547541.0,355673917,378082958,2698.709043652782,2644.922176047935,2811.564054048979,243625.0,445542.0,6814750.0,10005666.0,1532592208.0,1498746958,1607829583,652.4892889185301,621.9564626582692,667.2240398302113,1506417.0,2015000.0,3371083.0,4999292.0,4.136020451961385,0.24177830153759985
sqlite-turso-local-v1,100000,put,clustered,3,1000,407063333.0,374623375,505648750,2456.620183965329,1977.6574153500824,2669.3475814209405,259959.0,547500.0,6566375.0,11088083.0,1728737875.0,1700148083,1795506834,578.4566963340235,556.94580553181,588.1840587882485,1675792.0,2100250.0,3800333.0,7508292.0,4.246852356510332,0.23546851080589648
sqlite-turso-local-v1,100000,put,random,3,1000,474534833.0,415187583,561342250,2107.3268608713493,1781.4443862011099,2408.5498722634006,296625.0,708584.0,7678333.0,14899500.0,1964675708.0,1843589958,2079355500,508.98985309793426,480.91824606230153,542.4199647327434,1751750.0,2909250.0,4247333.0,20746958.0,4.140213892369836,0.2415334149385228
sqlite-turso-local-v1,500000,batch,append,3,5000,43471875.0,42199250,352855334,115016.89310617498,14170.113126304617,118485.5181075493,,,,,11816250.0,11542792,12565042,423146.09118798265,397929.42992152355,433170.7614587528,,,,,0.271813672633168,3.6789907965725166
sqlite-turso-local-v1,500000,batch,clustered,3,5000,53096542.0,51397125,398527708,94168.0910218221,12546.179097790611,97281.70593199522,,,,,23505917.0,23105042,23989833,212712.3991801724,208421.62594462413,216402.98251784177,,,,,0.4427014663214791,2.258858567398158
sqlite-turso-local-v1,500000,batch,random,3,5000,552627041.0,540705541,1961184959,9047.693342968354,2549.479067262212,9247.177291271739,,,,,659668667.0,659455875,700670833,7579.562665510078,7136.01846189593,7582.008424748661,,,,,1.1936959613961418,0.8377342575829815
sqlite-turso-local-v1,500000,diff,append,3,5000,7525166.0,7013167,7795125,664437.169891003,641426.5326085214,712944.665370153,,,,,3594042.0,3576500,3621083,1391191.3105077792,1380802.3732126548,1398014.8189570808,,,,,0.4776030189898801,2.0937891098657166
sqlite-turso-local-v1,500000,diff,clustered,3,5000,5120625.0,5050666,5423666,976443.3052605883,921885.676588492,989968.4516853817,,,,,9652833.0,9251042,9814958,517982.6482028644,509426.53040389984,540479.6562376433,,,,,1.8850888319296961,0.5304789795907585
sqlite-turso-local-v1,500000,diff,random,3,5000,250192667.0,242384958,287076209,19984.59850943593,17416.977942606172,20628.34278684901,,,,,378856084.0,334824708,476468458,13197.623612664485,10493.874077179733,14933.18706933659,,,,,1.5142573463194267,0.6603897299429404
sqlite-turso-local-v1,500000,merge,append,3,5000,97324250.0,94887458,101066458,102749.31479050699,98944.79531478188,105388.00607346864,,,,,57148209.0,56437666,57452875,174983.61147240852,174055.69347051822,177186.63277110006,,,,,0.5871939316254685,1.7030148748843554
sqlite-turso-local-v1,500000,merge,clustered,3,5000,3906208.0,3580125,4605291,2560027.5254159532,2171415.443671203,2793198.5615027407,,,,,5560500.0,5366750,19799709,1798399.4245121842,505057.9278715662,1863325.1036474588,,,,,1.4235033055075408,0.7024922219224891
