version,profile,records,run,workload,operations,total_ns,ns_per_op,ops_per_sec,nodes_read,nodes_written,bytes_read,bytes_written,cache_hits,cache_misses,cache_evictions,result_entries,num_nodes,num_leaves,num_internal,height,tree_bytes,db_bytes_before,db_bytes_after,wal_bytes_after,shm_bytes_after,fixture_bytes_after,sqlite_node_count,sqlite_node_payload_bytes,validated,status
current,full,1000,1,random_conflict_resolved_merge,50,419583,8391.660,119165.934,24,0,126258,0,0,24,0,1000,8,7,1,1,42086,69632,188416,0,0,188416,24,126258,true,ok
current,full,1000,1,clustered_conflict_resolved_merge,50,107459,2149.180,465293.740,6,0,22809,0,0,6,0,1000,8,7,1,1,42086,69632,94208,0,0,94208,12,57292,true,ok
original,normal,1000,1,sorted_stream_build,1000,858542,858.542,1164765.381,0,0,0,0,0,0,0,1000,5,4,1,1,41461,0,57344,0,0,57344,5,41461,true,ok
original,normal,1000,1,shuffled_batch_build,1000,1092666,1092.666,915192.749,0,0,0,0,0,0,0,1000,5,4,1,1,41461,0,57344,0,0,57344,5,41461,true,ok
original,normal,1000,1,random_reads_cold_manager,1000000,547476625,547.477,1826562.002,5,0,41461,0,1999995,5,0,1000,5,4,1,1,41461,57344,57344,0,32768,90112,5,41461,true,ok
original,normal,1000,1,random_reads_warm_manager,1000000,551695541,551.696,1812593.950,0,0,0,0,2000000,0,0,1000,5,4,1,1,41461,57344,57344,0,32768,90112,5,41461,true,ok
original,normal,1000,1,clustered_reads_cold_manager,1000000,548701917,548.702,1822483.153,5,0,41461,0,1999995,5,0,1000,5,4,1,1,41461,57344,57344,0,32768,90112,5,41461,true,ok
original,normal,1000,1,clustered_reads_warm_manager,1000000,549355209,549.355,1820315.861,0,0,0,0,2000000,0,0,1000,5,4,1,1,41461,57344,57344,0,32768,90112,5,41461,true,ok
original,normal,1000,1,right_edge_reads_cold_manager,1000000,557132292,557.132,1794905.832,5,0,41461,0,1999995,5,0,1000,5,4,1,1,41461,57344,57344,0,32768,90112,5,41461,true,ok
original,normal,1000,1,right_edge_reads_warm_manager,1000000,550735833,550.736,1815752.562,0,0,0,0,2000000,0,0,1000,5,4,1,1,41461,57344,57344,0,32768,90112,5,41461,true,ok
original,normal,1000,1,append_batch_upserts,100,588083,5880.830,170044.024,2,2,9151,13263,0,2,0,1100,5,4,1,1,45573,57344,69632,0,0,69632,7,54724,true,ok
original,normal,1000,1,random_batch_updates,100,934834,9348.340,106970.863,5,5,41461,41461,5,5,0,1000,5,4,1,1,41461,57344,106496,0,0,106496,10,82922,true,ok
original,normal,1000,1,clustered_batch_updates,100,525875,5258.750,190159.258,3,2,21484,12523,1,3,0,1000,5,4,1,1,41461,57344,69632,0,0,69632,7,53984,true,ok
original,normal,1000,1,random_batch_deletes,100,847625,8476.250,117976.700,5,5,41461,37361,3,5,0,900,5,4,1,1,37361,57344,106496,0,0,106496,10,78822,true,ok
original,normal,1000,1,clustered_batch_deletes,100,389083,3890.830,257014.570,2,2,12523,8413,0,2,0,900,5,4,1,1,37351,57344,65536,0,0,65536,7,49874,true,ok
original,normal,1000,1,identical_diff,1,1417,1417.000,705716.302,0,0,0,0,0,0,0,1000,5,4,1,1,41461,57344,57344,0,32768,90112,5,41461,true,ok
original,normal,1000,1,append_sparse_diff,100,127667,1276.670,783287.772,4,0,22414,0,0,4,0,1100,5,4,1,1,45573,57344,69632,0,32768,102400,7,54724,true,ok
original,normal,1000,1,random_sparse_diff,100,420750,4207.500,237670.826,10,0,82922,0,2,10,0,1000,5,4,1,1,41461,57344,106496,0,32768,139264,10,82922,true,ok
original,normal,1000,1,clustered_sparse_diff,100,148833,1488.330,671894.002,4,0,25046,0,2,4,0,1000,5,4,1,1,41461,57344,69632,0,32768,102400,7,53984,true,ok
original,normal,1000,1,random_delete_diff,100,524084,5240.840,190809.107,10,0,78822,0,2,10,0,900,5,4,1,1,37361,57344,106496,0,32768,139264,10,78822,true,ok
original,normal,1000,1,clustered_delete_diff,100,130333,1303.330,767265.389,4,0,20936,0,2,4,0,900,5,4,1,1,37351,57344,65536,0,32768,98304,7,49874,true,ok
original,normal,1000,1,append_disjoint_sparse_merge,100,588084,5880.840,170043.735,6,2,31567,13263,8,6,0,1100,5,4,1,1,45573,57344,102400,0,0,102400,11,77140,true,ok
