profile,records,workload,runs,operations,original_total_ns,current_total_ns,latency_delta_pct,latency_class,original_min_ns,original_max_ns,current_min_ns,current_max_ns,original_ns_per_op,current_ns_per_op,original_ops_per_sec,current_ops_per_sec,original_peak_rss,current_peak_rss,rss_delta_pct,memory_regression,original_fixture_bytes,current_fixture_bytes,fixture_delta_pct,size_regression,original_nodes_read,current_nodes_read,original_nodes_written,current_nodes_written,original_bytes_read,current_bytes_read,original_bytes_written,current_bytes_written,io_regression,original_tree_bytes,current_tree_bytes,original_node_payload,current_node_payload,original_num_nodes,current_num_nodes,original_height,current_height,original_entries,current_entries
normal,1000000,random_conflict_resolved_merge,5,5000,714171375,424281167,-40.591,material gain,693563292,734116459,409642791,439905583,142834.275,84856.233,7001.121,11784.638,605028352,525533184,-13.139,false,118767616,119468032,0.590,false,7383,7467,0,0,98281305,98688111,0,0,false,41399217,41580577,106920087,107372651,3650,3647,2,2,1000000,1000000
normal,1000000,random_delete_diff,5,10000,431020125,383042875,-11.131,material gain,409243917,445998500,377314959,417597500,43102.012,38304.287,23200.773,26106.738,624377856,405880832,-34.994,false,88723456,90181632,1.644,false,6703,6423,0,0,79061635,77993243,0,0,false,40989188,41165275,79249854,80348228,3650,3606,2,2,990000,990000
normal,1000000,random_disjoint_sparse_merge,5,10000,1108666,1109792,0.102,noise-sensitive,1066542,1426333,1074292,1390458,110.867,110.979,9019849.080,9010697.500,329711616,242925568,-26.322,false,89153536,89841664,0.772,false,6,9,2,3,60507,76395,20169,25465,true,41399217,41580577,79700221,80209782,3650,3647,2,2,1000000,1000000
normal,1000000,random_reads_cold_manager,5,1000000,1761271000,1631334750,-7.377,noise-sensitive,1650830667,2342348750,1517050667,2351622500,1761.271,1631.335,567771.797,612994.972,167542784,151339008,-9.671,false,46604288,46845952,0.519,false,3088,3115,0,0,38260666,38578275,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
normal,1000000,random_reads_warm_manager,5,1000000,1209558250,1089233875,-9.948,material gain,1086745500,1590416834,1056855458,1222483875,1209.558,1089.234,826748.112,918076.478,167624704,151388160,-9.686,false,46604288,46845952,0.519,false,0,0,0,0,0,0,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
normal,1000000,random_sparse_diff,5,10000,501295917,327147791,-34.740,material gain,495389833,534340333,316073417,339446709,50129.592,32714.779,19948.297,30567.225,570998784,407322624,-28.665,false,89190400,89915392,0.813,false,6176,6230,0,0,76521332,77156550,0,0,false,41399217,41580577,79659883,80158852,3650,3647,2,2,1000000,1000000
normal,1000000,right_edge_reads_cold_manager,5,1000000,892972208,499831292,-44.026,material gain,870061708,965820417,468597917,1014671416,892.972,499.831,1119855.681,2000675.060,212041728,196378624,-7.387,false,46604288,46845952,0.519,false,36,38,0,0,432590,425301,0,0,true,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
normal,1000000,right_edge_reads_warm_manager,5,1000000,847110083,441362292,-47.898,material gain,793648416,933380416,424299958,466728000,847.110,441.362,1180484.119,2265712.359,212172800,196558848,-7.359,false,46604288,46845952,0.519,false,0,0,0,0,0,0,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
normal,1000000,shuffled_batch_build,5,1000000,837913834,842469458,0.544,noise-sensitive,754690750,1199052042,765396667,1404960084,837.914,842.469,1193440.136,1186986.650,356597760,395821056,10.999,true,46571520,46813184,0.519,false,0,0,0,0,0,0,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
normal,1000000,sorted_stream_build,5,1000000,788645333,711352958,-9.801,material gain,715942666,953758042,685109291,1235457750,788.645,711.353,1267997.106,1405771.901,215875584,201097216,-6.846,false,46571520,46813184,0.519,false,0,0,0,0,0,0,0,0,false,41399217,41580577,41399217,41580577,3650,3647,2,2,1000000,1000000
normal,10000000,append_batch_upserts,5,10000,117003416,111154167,-4.999,noise-sensitive,110966708,253052125,107288458,281255209,11700.342,11115.417,85467.590,89965.138,2034532352,1879457792,-7.622,false,467091456,469086208,0.427,false,3,3,40,39,19027,22012,433066,437765,true,414415620,416242123,414434647,416264135,36650,36667,2,2,10010000,10010000
normal,10000000,append_disjoint_sparse_merge,5,10000,19794667,21168083,6.938,material regression,16890750,34004875,20407333,45556375,1979.467,2116.808,505186.574,472409.334,2035515392,1881112576,-7.585,false,467148800,469172224,0.433,false,27,26,21,20,271858,284257,233795,240223,true,414415771,416242123,414491830,416334824,36652,36667,2,2,10010000,10010000
normal,10000000,append_sparse_diff,5,10000,12566250,12634375,0.542,noise-sensitive,11925583,27904625,11718167,28099042,1256.625,1263.438,795782.354,791491.467,2035384320,1879801856,-7.644,false,467124224,469118976,0.427,false,43,42,0,0,452093,459777,0,0,false,414415620,416242123,414434647,416264135,36650,36667,2,2,10010000,10010000
normal,10000000,clustered_batch_deletes,5,10000,102106584,340642708,233.615,material regression,94449000,226927084,331722875,821055625,10210.658,34064.271,97936.877,29356.272,2034958336,1884274688,-7.405,false,466632704,468652032,0.433,false,37,177,4,4,432979,1925057,19251,52518,true,413587853,415410109,414020832,415878888,36580,36591,2,2,9990000,9990000
normal,10000000,clustered_batch_updates,5,10000,177065833,199931542,12.914,material regression,167915709,1839480083,190333292,481052041,17706.583,19993.154,56476.170,50017.120,2036629504,1879097344,-7.735,false,467099648,469106688,0.430,false,39,45,37,43,446511,478955,432979,462887,true,414001581,415826370,414434560,416289257,36613,36631,2,2,10000000,10000000
normal,10000000,clustered_conflict_resolved_merge,5,5000,19505208,24344334,24.809,material regression,17944125,144596125,11226208,82914000,3901.042,4868.867,256341.793,205386.600,2035531776,1880571904,-7.613,false,467140608,469139456,0.428,false,69,69,0,0,674877,752367,0,0,true,414001581,415826370,414451499,416327948,36613,36631,2,2,10000000,10000000
normal,10000000,clustered_delete_diff,5,10000,303811875,4907000,-98.385,material gain,280127875,658780583,4060375,5430292,30381.188,490.700,32915.106,2037905.034,2035548160,1885192192,-7.387,false,466665472,468684800,0.433,false,214,48,0,0,2302588,521297,0,0,false,413587853,415410109,414020832,415878888,36580,36591,2,2,9990000,9990000
normal,10000000,clustered_disjoint_sparse_merge,5,10000,10079458,7043834,-30.117,material gain,9495834,20703209,6692542,73197333,1007.946,704.383,992116.838,1419681.384,2034253824,1878228992,-7.670,false,467181568,469172224,0.426,false,9,9,3,3,71685,78951,23895,26317,true,414001581,415826370,414482350,416341891,36613,36631,2,2,10000000,10000000
normal,10000000,clustered_reads_cold_manager,5,1000000,912561041,541476375,-40.664,material gain,900529792,1045910542,516959583,693981000,912.561,541.476,1095817.107,1846802.642,2028716032,1873117184,-7.670,false,466640896,468623360,0.425,false,37,43,0,0,432979,462887,0,0,true,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
normal,10000000,clustered_reads_warm_manager,5,1000000,819511291,423422750,-48.332,material gain,812657959,1268102750,420763875,452483625,819.511,423.423,1220239.441,2361705.884,2028437504,1873117184,-7.657,false,466640896,468623360,0.425,false,0,0,0,0,0,0,0,0,false,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
normal,10000000,clustered_sparse_diff,5,10000,16448875,14089208,-14.345,noise-sensitive,14958458,25203625,12765583,26611709,1644.888,1408.921,607944.312,709763.104,2036858880,1880735744,-7.665,false,467132416,469139456,0.430,false,74,86,0,0,865958,925774,0,0,true,414001581,415826370,414434560,416289257,36613,36631,2,2,10000000,10000000
normal,10000000,identical_diff,5,1,1500,168375,11125.000,noise-sensitive,1333,2209,1417,292666,1500.000,168375.000,666666.667,5939.124,2029289472,1874690048,-7.618,false,466640896,468623360,0.425,false,0,0,0,0,0,0,0,0,false,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
normal,10000000,random_batch_deletes,5,10000,6902762875,7740085416,12.130,noise-sensitive,6455139083,12454835375,7565058958,15184592792,690276.287,774008.542,1448.695,1291.975,2910601216,3164454912,8.722,true,600510464,629493760,4.826,true,8559,21391,8559,10741,123383495,256941114,122973473,146532854,true,413591559,415411354,536975054,562359224,36613,36592,2,2,9990000,9990000
normal,10000000,random_batch_updates,5,10000,6872779667,5608586667,-18.394,noise-sensitive,6482952000,16141365084,5367852291,12776038166,687277.967,560858.667,1455.015,1782.980,2909962240,2702655488,-7.124,false,600891392,603860992,0.494,false,8560,8578,8559,8577,123384274,124100545,123383495,124096676,false,414001581,415826370,537385076,539923046,36613,36631,2,2,10000000,10000000
normal,10000000,random_conflict_resolved_merge,5,5000,1655232166,962903917,-41.827,material gain,1572546000,7207694958,943500542,1866672083,331046.433,192580.783,3020.724,5192.626,2757296128,2557984768,-7.229,false,615452672,617869312,0.393,false,14106,14157,0,0,205341162,205937286,0,0,false,414001581,415826370,550895689,553117894,36613,36631,2,2,10000000,10000000
normal,10000000,random_delete_diff,5,10000,2461961792,1676894709,-31.888,material gain,2349579833,4716137167,1520278959,2167623667,246196.179,167689.471,4061.801,5963.404,2876735488,3123789824,8.588,true,600543232,629526528,4.826,true,25278,21545,0,0,330783557,293687663,0,0,false,413591559,415411354,536975054,562359224,36613,36592,2,2,9990000,9990000
normal,10000000,random_disjoint_sparse_merge,5,10000,2320583,604000,-73.972,noise-sensitive,1271583,6066750,580542,2649458,232.058,60.400,4309261.940,16556291.391,2171748352,2020261888,-6.975,false,600858624,603758592,0.483,false,6,3,2,1,40467,17832,13489,5944,false,414001581,415826370,537412054,539934934,36613,36631,2,2,10000000,10000000
normal,10000000,random_reads_cold_manager,5,1000000,5209460625,5605247834,7.597,noise-sensitive,5013637125,9658600208,4736201875,10060102375,5209.461,5605.248,191958.453,178404.244,1883422720,1727250432,-8.292,false,466640896,468623360,0.425,false,8559,8577,0,0,123383495,124096676,0,0,false,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
normal,10000000,random_reads_warm_manager,5,1000000,1504666000,1475173667,-1.960,noise-sensitive,1325232666,2559263583,1369676584,1626525750,1504.666,1475.174,664599.320,677886.287,1883078656,1727414272,-8.266,false,466640896,468623360,0.425,false,0,0,0,0,0,0,0,0,false,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
normal,10000000,random_sparse_diff,5,10000,1709937166,1156932167,-32.341,material gain,1607634416,1965081042,1084516708,1266011291,170993.717,115693.217,5848.168,8643.549,3055828992,2703589376,-11.527,false,600928256,603893760,0.493,false,17118,17154,0,0,246766990,248193352,0,0,false,414001581,415826370,537385076,539923046,36613,36631,2,2,10000000,10000000
normal,10000000,right_edge_reads_cold_manager,5,1000000,927051875,522722250,-43.615,material gain,923876583,1723768166,517628459,703396875,927.052,522.722,1078688.288,1913061.860,2029584384,1874198528,-7.656,false,466640896,468623360,0.425,false,32,42,0,0,441597,438020,0,0,true,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
normal,10000000,right_edge_reads_warm_manager,5,1000000,875366292,426868583,-51.235,material gain,845572333,979357375,425940250,461132167,875.366,426.869,1142378.921,2342641.365,2028961792,1873215488,-7.676,false,466640896,468623360,0.425,false,0,0,0,0,0,0,0,0,false,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
normal,10000000,shuffled_batch_build,5,10000000,11165233541,10612822958,-4.948,material gain,9791901334,13753390417,10019634750,32653477542,1116.523,1061.282,895637.334,942256.367,3270918144,3366469632,2.921,false,466608128,468590592,0.425,false,0,0,0,0,0,0,0,0,false,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
normal,10000000,sorted_stream_build,5,10000000,8915905417,9136108667,2.470,noise-sensitive,8705314334,12278555500,8796764666,12999010584,891.591,913.611,1121591.082,1094557.909,2030256128,1881718784,-7.316,false,466608128,468590592,0.425,false,0,0,0,0,0,0,0,0,false,414001581,415826370,414001581,415826370,36613,36631,2,2,10000000,10000000
