implementation,revision,contract_version,records,density,locality,operation,relationship,operations,elapsed_ns,ns_per_op,ops_per_sec,workload_digest,result_digest,result_count,base_count,target_count,conflict_count,validated,repetition,peak_rss_bytes
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,clustered,merge_conflict,conflict,3000000,2048892875,682.964,1464205.394,706d0f92b7538f05,b975287c54b686ea,10000000,10000000,10000000,3000000,true,3,7127367680
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,full_diff,compare,3000000,408930000,136.310,7336218.913,ee8d355a0be37d6f,524d7910de7f4c7c,3000000,10000000,10000000,0,true,3,10796269568
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,range_diff,compare,326999,48078208,147.029,6801397.423,ee8d355a0be37d6f,16b563ba75325251,326999,10000000,10000000,0,true,3,10796269568
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,patch_generate,compare,3000000,166,0.000,18072289156626.508,ee8d355a0be37d6f,524d7910de7f4c7c,1,10000000,10000000,0,true,3,10796269568
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,patch_apply,compare,3000000,4375,0.001,685714285714.286,ee8d355a0be37d6f,06e74a41c0b85eb7,10000000,10000000,10000000,0,true,3,10796269568
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,merge_disjoint,disjoint,6000000,3235421083,539.237,1854472.678,c189c59cb154828a,5f75ef0345c930c2,10000000,10000000,10000000,0,true,3,10796269568
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,merge_convergent,convergent,3000000,334,0.000,8982035928143.713,6f1a00e20fa42290,06e74a41c0b85eb7,10000000,10000000,10000000,0,true,3,10796269568
rust,22cac37b5969+src.48720d426093,prolly-version-compare-v3,10000000,30,random,merge_conflict,conflict,3000000,584748583,194.916,5130410.038,220d54cc440efecf,06e74a41c0b85eb7,10000000,10000000,10000000,3000000,true,3,10796269568
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,full_diff,compare,3000000,1626122375,542.041,1844879.602,ee8d355a0be37d6f,524d7910de7f4c7c,3000000,10000000,10000000,0,true,3,9415360512
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,range_diff,compare,326999,151996500,464.823,2151358.748,ee8d355a0be37d6f,16b563ba75325251,326999,10000000,10000000,0,true,3,9415360512
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,patch_generate,compare,3000000,21708,0.007,138197899391.929,ee8d355a0be37d6f,524d7910de7f4c7c,30,10000000,10000000,0,true,3,9415360512
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,patch_apply,compare,3000000,253875,0.085,11816838995.569,ee8d355a0be37d6f,06e74a41c0b85eb7,10000000,10000000,10000000,0,true,3,9415360512
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,merge_disjoint,disjoint,6000000,5376111250,896.019,1116048.333,c189c59cb154828a,5f75ef0345c930c2,10000000,10000000,10000000,0,true,3,9415360512
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,merge_convergent,convergent,3000000,26622291,8.874,112687521.897,6f1a00e20fa42290,06e74a41c0b85eb7,10000000,10000000,10000000,0,true,3,9415360512
dolt-go,6b2372c7d4de+runner.41407de9560c,prolly-version-compare-v3,10000000,30,random,merge_conflict,conflict,3000000,4865857250,1621.952,616540.898,220d54cc440efecf,06e74a41c0b85eb7,10000000,10000000,10000000,3000000,true,3,9415360512
