implementation,revision,contract_version,records,phase,workload,operation,operations,elapsed_ns,ns_per_op,ops_per_sec,workload_digest,result_count,validated,repetition,peak_rss_bytes
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,random,range_scan,1000000,24987417,24.987,40020142.938,1ea63edc2fc9d3ae,1000000,true,3,1296121856
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,clustered,write,1000000,814104500,814.105,1228343.536,97982a098e54aeae,1000000,true,3,442777600
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,clustered,point_read,100000,90238458,902.385,1108174.965,97982a098e54aeae,1000000,true,3,442777600
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,fresh,clustered,range_scan,1000000,24224167,24.224,41281089.253,97982a098e54aeae,1000000,true,3,442777600
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,clustered,write,1000000,371211125,371.211,2693884.781,97982a098e54aeae,1000000,true,3,286179328
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,clustered,point_read,100000,40379208,403.792,2476522.075,97982a098e54aeae,1000000,true,3,286179328
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,fresh,clustered,range_scan,1000000,4532958,4.533,220606500.215,97982a098e54aeae,1000000,true,3,286179328
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,append,write,300000,306964750,1023.216,977310.913,5b78f26021f8f5fe,1300000,true,3,376733696
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,append,point_read,100000,46978750,469.788,2128621.983,5b78f26021f8f5fe,1300000,true,3,376733696
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,append,range_scan,1300000,31417750,24.168,41377883.521,5b78f26021f8f5fe,1300000,true,3,376733696
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,append,write,300000,80891125,269.637,3708688.685,5b78f26021f8f5fe,1300000,true,3,338198528
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,append,point_read,100000,12957291,129.573,7717662.589,5b78f26021f8f5fe,1300000,true,3,338198528
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,append,range_scan,1300000,6695666,5.151,194155443.237,5b78f26021f8f5fe,1300000,true,3,338198528
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,random,write,300000,1264503125,4215.010,237247.338,31410e2e26ae4359,1150000,true,3,904642560
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,random,point_read,100000,112209959,1122.100,891186.494,31410e2e26ae4359,1150000,true,3,904642560
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,random,range_scan,1150000,29870333,25.974,38499738.185,31410e2e26ae4359,1150000,true,3,904642560
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,random,write,300000,586821584,1956.072,511228.639,31410e2e26ae4359,1150000,true,3,766476288
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,random,point_read,100000,39675792,396.758,2520428.578,31410e2e26ae4359,1150000,true,3,766476288
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,random,range_scan,1150000,5414250,4.708,212402456.481,31410e2e26ae4359,1150000,true,3,766476288
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,clustered,write,300000,149197667,497.326,2010755.302,800dca3c814e1e50,1150000,true,3,395952128
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,clustered,point_read,100000,11010583,110.106,9082171.217,800dca3c814e1e50,1150000,true,3,395952128
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,1000000,mutation,clustered,range_scan,1150000,5817375,5.059,197683663.164,800dca3c814e1e50,1150000,true,3,395952128
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,clustered,write,300000,227426125,758.087,1319109.667,800dca3c814e1e50,1150000,true,3,376160256
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,clustered,point_read,100000,46407125,464.071,2154841.525,800dca3c814e1e50,1150000,true,3,376160256
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,1000000,mutation,clustered,range_scan,1150000,27548291,23.955,41744876.297,800dca3c814e1e50,1150000,true,3,376160256
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,append,write,5000000,1361465250,272.293,3672513.860,d1647945eb322bb6,5000000,true,1,1369653248
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,append,point_read,100000,67820125,678.201,1474488.583,d1647945eb322bb6,5000000,true,1,1369653248
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,append,range_scan,5000000,25772000,5.154,194009002.018,d1647945eb322bb6,5000000,true,1,1369653248
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,append,write,5000000,5193607083,1038.721,962722.039,d1647945eb322bb6,5000000,true,1,1868693504
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,append,point_read,100000,115973250,1159.733,862267.807,d1647945eb322bb6,5000000,true,1,1868693504
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,append,range_scan,5000000,172626125,34.525,28964329.704,d1647945eb322bb6,5000000,true,1,1868693504
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,random,write,5000000,3748019167,749.604,1334038.002,381618c8cd44f2be,5000000,true,1,1368948736
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,random,point_read,100000,67533708,675.337,1480742.032,381618c8cd44f2be,5000000,true,1,1368948736
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,random,range_scan,5000000,25583917,5.117,195435280.688,381618c8cd44f2be,5000000,true,1,1368948736
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,random,write,5000000,13293316083,2658.663,376128.873,381618c8cd44f2be,5000000,true,1,5676204032
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,random,point_read,100000,123678000,1236.780,808551.238,381618c8cd44f2be,5000000,true,1,5676204032
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,random,range_scan,5000000,183157791,36.632,27298866.036,381618c8cd44f2be,5000000,true,1,5676204032
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,clustered,write,5000000,4269932000,853.986,1170978.835,8ef05bfe0e072492,5000000,true,1,2109227008
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,clustered,point_read,100000,117114875,1171.149,853862.500,8ef05bfe0e072492,5000000,true,1,2109227008
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,clustered,range_scan,5000000,170991667,34.198,29241191.034,8ef05bfe0e072492,5000000,true,1,2109227008
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,clustered,write,5000000,1971194333,394.239,2536533.266,8ef05bfe0e072492,5000000,true,1,1369669632
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,clustered,point_read,100000,67343125,673.431,1484932.575,8ef05bfe0e072492,5000000,true,1,1369669632
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,clustered,range_scan,5000000,25586792,5.117,195413321.060,8ef05bfe0e072492,5000000,true,1,1369669632
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,append,write,1500000,1608856834,1072.571,932339.018,d63ec1ddc44a3175,6500000,true,1,1706033152
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,append,point_read,100000,49620500,496.205,2015296.097,d63ec1ddc44a3175,6500000,true,1,1706033152
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,append,range_scan,6500000,219472292,33.765,29616494.824,d63ec1ddc44a3175,6500000,true,1,1706033152
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,append,write,1500000,430205000,286.803,3486709.824,d63ec1ddc44a3175,6500000,true,1,1645330432
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,append,point_read,100000,12559375,125.594,7962179.647,d63ec1ddc44a3175,6500000,true,1,1645330432
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,append,range_scan,6500000,34406709,5.293,188916644.135,d63ec1ddc44a3175,6500000,true,1,1645330432
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,random,write,1500000,15088164250,10058.776,99415.673,cf7592b3374c733e,5750000,true,1,6050283520
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,random,point_read,100000,161095917,1610.959,620748.197,cf7592b3374c733e,5750000,true,1,6050283520
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,random,range_scan,5750000,211968959,36.864,27126613.383,cf7592b3374c733e,5750000,true,1,6050283520
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,random,write,1500000,3147443458,2098.296,476577.267,cf7592b3374c733e,5750000,true,1,3880026112
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,random,point_read,100000,72893958,728.940,1371855.813,cf7592b3374c733e,5750000,true,1,3880026112
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,random,range_scan,5750000,31837333,5.537,180605580.248,cf7592b3374c733e,5750000,true,1,3880026112
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,clustered,write,1500000,708785417,472.524,2116296.363,e8f1b4b849a1800c,5750000,true,1,1944862720
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,clustered,point_read,100000,11265208,112.652,8876888.913,e8f1b4b849a1800c,5750000,true,1,1944862720
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,clustered,range_scan,5750000,30582333,5.319,188017048.928,e8f1b4b849a1800c,5750000,true,1,1944862720
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,clustered,write,1500000,1091098625,727.399,1374761.150,e8f1b4b849a1800c,5750000,true,1,1712619520
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,clustered,point_read,100000,49308041,493.080,2028066.781,e8f1b4b849a1800c,5750000,true,1,1712619520
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,clustered,range_scan,5750000,206411833,35.898,27856930.082,e8f1b4b849a1800c,5750000,true,1,1712619520
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,append,write,5000000,5083178125,1016.636,983636.591,d1647945eb322bb6,5000000,true,2,1904230400
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,append,point_read,100000,114456708,1144.567,873692.785,d1647945eb322bb6,5000000,true,2,1904230400
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,append,range_scan,5000000,163962209,32.792,30494831.891,d1647945eb322bb6,5000000,true,2,1904230400
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,append,write,5000000,1336343333,267.269,3741553.444,d1647945eb322bb6,5000000,true,2,1372504064
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,append,point_read,100000,67084375,670.844,1490660.083,d1647945eb322bb6,5000000,true,2,1372504064
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,append,range_scan,5000000,24921542,4.984,200629640.012,d1647945eb322bb6,5000000,true,2,1372504064
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,random,write,5000000,12414904917,2482.981,402741.707,381618c8cd44f2be,5000000,true,2,5752389632
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,random,point_read,100000,119785458,1197.855,834825.877,381618c8cd44f2be,5000000,true,2,5752389632
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,random,range_scan,5000000,180840459,36.168,27648680.100,381618c8cd44f2be,5000000,true,2,5752389632
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,random,write,5000000,3720721417,744.144,1343825.414,381618c8cd44f2be,5000000,true,2,1372569600
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,random,point_read,100000,68282458,682.825,1464504.983,381618c8cd44f2be,5000000,true,2,1372569600
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,random,range_scan,5000000,25087625,5.018,199301448.423,381618c8cd44f2be,5000000,true,2,1372569600
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,clustered,write,5000000,1956475208,391.295,2555616.335,8ef05bfe0e072492,5000000,true,2,1369505792
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,clustered,point_read,100000,67188750,671.888,1488344.403,8ef05bfe0e072492,5000000,true,2,1369505792
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,clustered,range_scan,5000000,24940250,4.988,200479145.157,8ef05bfe0e072492,5000000,true,2,1369505792
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,clustered,write,5000000,4498380333,899.676,1111511.173,8ef05bfe0e072492,5000000,true,2,2106032128
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,clustered,point_read,100000,118773750,1187.737,841936.876,8ef05bfe0e072492,5000000,true,2,2106032128
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,clustered,range_scan,5000000,175068541,35.014,28560242.585,8ef05bfe0e072492,5000000,true,2,2106032128
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,append,write,1500000,407880958,271.921,3677543.584,d63ec1ddc44a3175,6500000,true,2,1645543424
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,append,point_read,100000,12565000,125.650,7958615.201,d63ec1ddc44a3175,6500000,true,2,1645543424
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,append,range_scan,6500000,34710959,5.340,187260743.790,d63ec1ddc44a3175,6500000,true,2,1645543424
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,append,write,1500000,1589972625,1059.982,943412.469,d63ec1ddc44a3175,6500000,true,2,1706115072
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,append,point_read,100000,49246167,492.462,2030614.890,d63ec1ddc44a3175,6500000,true,2,1706115072
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,append,range_scan,6500000,221350541,34.054,29365186.869,d63ec1ddc44a3175,6500000,true,2,1706115072
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,random,write,1500000,3165204000,2110.136,473903.104,cf7592b3374c733e,5750000,true,2,3879239680
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,random,point_read,100000,74866500,748.665,1335710.899,cf7592b3374c733e,5750000,true,2,3879239680
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,random,range_scan,5750000,30981791,5.388,185592885.834,cf7592b3374c733e,5750000,true,2,3879239680
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,random,write,1500000,15424885334,10283.257,97245.455,cf7592b3374c733e,5750000,true,2,6431965184
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,random,point_read,100000,165375083,1653.751,604686.015,cf7592b3374c733e,5750000,true,2,6431965184
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,random,range_scan,5750000,222476209,38.692,25845460.177,cf7592b3374c733e,5750000,true,2,6431965184
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,clustered,write,1500000,1105937667,737.292,1356315.139,e8f1b4b849a1800c,5750000,true,2,1705803776
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,clustered,point_read,100000,54119958,541.200,1847747.184,e8f1b4b849a1800c,5750000,true,2,1705803776
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,clustered,range_scan,5750000,223020375,38.786,25782397.685,e8f1b4b849a1800c,5750000,true,2,1705803776
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,clustered,write,1500000,725475334,483.650,2067609.924,e8f1b4b849a1800c,5750000,true,2,1892073472
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,clustered,point_read,100000,11180666,111.807,8944011.028,e8f1b4b849a1800c,5750000,true,2,1892073472
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,clustered,range_scan,5750000,32984583,5.736,174323865.183,e8f1b4b849a1800c,5750000,true,2,1892073472
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,append,write,5000000,1389936500,277.987,3597286.639,d1647945eb322bb6,5000000,true,3,1369210880
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,append,point_read,100000,67675750,676.758,1477634.160,d1647945eb322bb6,5000000,true,3,1369210880
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,append,range_scan,5000000,24791333,4.958,201683386.690,d1647945eb322bb6,5000000,true,3,1369210880
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,append,write,5000000,5143390209,1028.678,972121.460,d1647945eb322bb6,5000000,true,3,1856045056
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,append,point_read,100000,116134584,1161.346,861069.946,d1647945eb322bb6,5000000,true,3,1856045056
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,append,range_scan,5000000,165274250,33.055,30252746.571,d1647945eb322bb6,5000000,true,3,1856045056
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,random,write,5000000,3743152500,748.630,1335772.454,381618c8cd44f2be,5000000,true,3,1369489408
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,random,point_read,100000,67358375,673.584,1484596.385,381618c8cd44f2be,5000000,true,3,1369489408
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,random,range_scan,5000000,24897792,4.980,200821020.595,381618c8cd44f2be,5000000,true,3,1369489408
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,random,write,5000000,12713238375,2542.648,393290.824,381618c8cd44f2be,5000000,true,3,5835849728
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,random,point_read,100000,134137708,1341.377,745502.525,381618c8cd44f2be,5000000,true,3,5835849728
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,random,range_scan,5000000,189149208,37.830,26434157.736,381618c8cd44f2be,5000000,true,3,5835849728
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,clustered,write,5000000,4306167916,861.234,1161125.181,8ef05bfe0e072492,5000000,true,3,2100428800
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,clustered,point_read,100000,115523500,1155.235,865624.743,8ef05bfe0e072492,5000000,true,3,2100428800
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,fresh,clustered,range_scan,5000000,169169375,33.834,29556177.056,8ef05bfe0e072492,5000000,true,3,2100428800
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,clustered,write,5000000,2004844834,400.969,2493958.592,8ef05bfe0e072492,5000000,true,3,1373569024
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,clustered,point_read,100000,76195125,761.951,1312419.922,8ef05bfe0e072492,5000000,true,3,1373569024
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,fresh,clustered,range_scan,5000000,25792708,5.159,193853239.450,8ef05bfe0e072492,5000000,true,3,1373569024
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,append,write,1500000,1606477417,1070.985,933719.942,d63ec1ddc44a3175,6500000,true,3,1706016768
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,append,point_read,100000,54067708,540.677,1849532.812,d63ec1ddc44a3175,6500000,true,3,1706016768
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,append,range_scan,6500000,267050709,41.085,24339946.613,d63ec1ddc44a3175,6500000,true,3,1706016768
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,append,write,1500000,445991334,297.328,3363294.050,d63ec1ddc44a3175,6500000,true,3,1645494272
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,append,point_read,100000,12555542,125.555,7964610.369,d63ec1ddc44a3175,6500000,true,3,1645494272
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,append,range_scan,6500000,40902917,6.293,158912871.666,d63ec1ddc44a3175,6500000,true,3,1645494272
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,random,write,1500000,14803033083,9868.689,101330.585,cf7592b3374c733e,5750000,true,3,7727857664
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,random,point_read,100000,165395208,1653.952,604612.438,cf7592b3374c733e,5750000,true,3,7727857664
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,random,range_scan,5750000,224941125,39.120,25562244.343,cf7592b3374c733e,5750000,true,3,7727857664
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,random,write,1500000,3165147167,2110.098,473911.613,cf7592b3374c733e,5750000,true,3,3784900608
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,random,point_read,100000,72078500,720.785,1387376.263,cf7592b3374c733e,5750000,true,3,3784900608
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,random,range_scan,5750000,30395875,5.286,189170405.524,cf7592b3374c733e,5750000,true,3,3784900608
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,clustered,write,1500000,728324834,485.550,2059520.601,e8f1b4b849a1800c,5750000,true,3,1915371520
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,clustered,point_read,100000,11158625,111.586,8961677.626,e8f1b4b849a1800c,5750000,true,3,1915371520
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,5000000,mutation,clustered,range_scan,5750000,31471208,5.473,182706682.247,e8f1b4b849a1800c,5750000,true,3,1915371520
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,clustered,write,1500000,1095841542,730.561,1368811.039,e8f1b4b849a1800c,5750000,true,3,1710702592
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,clustered,point_read,100000,49097625,490.976,2036758.397,e8f1b4b849a1800c,5750000,true,3,1710702592
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,5000000,mutation,clustered,range_scan,5750000,199647834,34.721,28800713.160,e8f1b4b849a1800c,5750000,true,3,1710702592
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,append,write,10000000,2694938209,269.494,3710660.217,f7849416b3dcc750,10000000,true,1,2635710464
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,append,point_read,100000,89229292,892.293,1120708.209,f7849416b3dcc750,10000000,true,1,2635710464
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,append,range_scan,10000000,63364667,6.336,157816658.296,f7849416b3dcc750,10000000,true,1,2635710464
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,append,write,10000000,10491699917,1049.170,953134.390,f7849416b3dcc750,10000000,true,1,3776086016
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,append,point_read,100000,150598000,1505.980,664019.442,f7849416b3dcc750,10000000,true,1,3776086016
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,append,range_scan,10000000,398929542,39.893,25067083.149,f7849416b3dcc750,10000000,true,1,3776086016
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,random,write,10000000,9756152042,975.615,1024994.276,4d41b1d77b2f6508,10000000,true,1,2726559744
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,random,point_read,100000,106522542,1065.225,938768.435,4d41b1d77b2f6508,10000000,true,1,2726559744
rust,a1e31dc403e5+src.24beb50ee9ec,prolly-compare-v1,10000000,fresh,random,range_scan,10000000,59141709,5.914,169085408.066,4d41b1d77b2f6508,10000000,true,1,2726559744
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,random,write,10000000,80055628042,8005.563,124913.142,4d41b1d77b2f6508,10000000,true,1,7127678976
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,random,point_read,100000,184173791,1841.738,542965.421,4d41b1d77b2f6508,10000000,true,1,7127678976
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,random,range_scan,10000000,461312833,46.131,21677263.854,4d41b1d77b2f6508,10000000,true,1,7127678976
dolt-go,9e80d3aa2cf8+runner.6bf12dc88bef,prolly-compare-v1,10000000,fresh,clustered,write,10000000,9288169083,928.817,1076638.454,6966fef6c9ae31a0,10000000,true,1,4161601536
