suite,revision_role,pair,schema,revision,dirty,adapter,records,repetition,api,pattern,configured_changes,observed_changes,total_ns,operations_per_sec,p50_ns,p95_ns,p99_ns,max_ns,db_bytes_before,db_bytes_after,expected_records,observed_records,validated,error
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,append,100,200,2822917,70848.7001211867,2822917,3736167,4638417,4638417,515008,638608,10200,10200,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,append,100,200,3257333,61399.924416693044,3257333,8441084,19711000,19711000,515008,638608,10200,10200,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,random,100,200,13964958,14321.561153280947,13964958,17130958,25410084,25410084,515008,1775728,10000,10000,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,random,100,200,14111875,14172.461136454227,14111875,16175667,16419750,16419750,515008,1775728,10000,10000,true,
sqlite-turso,baseline,7,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,clustered,100,200,1686209,118609.25899458489,1686209,2186125,2639209,2639209,515008,622128,10000,10000,true,
sqlite-turso,candidate,7,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,clustered,100,200,1544833,129463.83201291013,1544833,2026792,2166000,2166000,515008,622128,10000,10000,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,append,100,100,19083791,5240.049002842255,105375,253167,1819667,14414459,483328,42962736,10100,10100,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,append,100,100,19663416,5085.586349798021,105250,190834,1143875,14735292,483328,42962736,10100,10100,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,random,100,100,26565166,3764.328067816328,153333,293209,5315000,27972083,483328,67166072,10000,10000,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,random,100,100,30872292,3239.1504977991267,160166,500500,6017125,22637959,483328,67166072,10000,10000,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,clustered,100,100,22440916,4456.146086015384,86584,619458,5322417,40256083,483328,35786616,10000,10000,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,clustered,100,100,20548709,4866.48577290184,82291,300125,4418917,26796291,483328,35786616,10000,10000,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,append,100,100,630250,158667.1955573185,630250,5573375,12516083,12516083,483328,1612048,10100,10100,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,append,100,100,190750,524246.39580602886,190750,431958,1150750,1150750,483328,1612048,10100,10100,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,random,100,100,4532333,22063.69214265589,4532333,16243625,20276791,20276791,483328,17017216,10000,10000,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,random,100,100,4466875,22387.015530992023,4466875,16146584,17081458,17081458,483328,17017216,10000,10000,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,clustered,100,100,433291,230791.77735055654,433291,2505084,2954125,2954125,483328,2778008,10000,10000,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,clustered,100,100,406250,246153.84615384616,406250,3103417,3664083,3664083,483328,2778008,10000,10000,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,append,100,100,75458,1325240.5311564049,75458,349250,1435083,1435083,483328,499712,10100,10100,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,append,100,100,72667,1376140.476419833,72667,185708,346208,346208,483328,499712,10100,10100,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,random,100,100,2711292,36882.78503385102,2711292,5531084,5608333,5608333,483328,925696,10000,10000,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,random,100,100,2636375,37930.87098762505,2636375,6138417,8117000,8117000,483328,925696,10000,10000,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,clustered,100,100,211625,472533.96337861783,211625,250167,272459,272459,483328,520192,10000,10000,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,clustered,100,100,219625,455321.5708594195,219625,1669916,1854084,1854084,483328,520192,10000,10000,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,append,100,200,292791,683081.1056350776,292791,403333,490792,490792,483328,536576,10200,10200,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,append,100,200,296666,674158.8183344232,296666,373125,640750,640750,483328,536576,10200,10200,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,random,100,200,5482750,36478.044776799965,5482750,49013584,63463208,63463208,483328,1744896,10000,10000,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,random,100,200,5362416,37296.62152283597,5362416,8294000,8487459,8487459,483328,1744896,10000,10000,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,clustered,100,200,146083,1369084.698424868,146083,158166,192583,192583,483328,540672,10000,10000,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,clustered,100,200,145042,1378910.9361426346,145042,854667,1682583,1682583,483328,540672,10000,10000,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,append,100,100,36696708,2725.040077164415,313625,531375,1601875,6002291,515008,32021080,10100,10100,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,append,100,100,125343458,797.8078919763009,1071333,2348083,4441166,10665250,515008,32021080,10100,10100,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,random,100,100,60216167,1660.6835835299846,457875,1131792,2586417,7491375,515008,54928032,10000,10000,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,random,100,100,132266041,756.0519634816922,1196208,2199916,3655709,7577083,515008,54928032,10000,10000,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,clustered,100,100,33030625,3027.493424662718,236708,829583,1897917,5583792,515008,25960200,10000,10000,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,clustered,100,100,110801208,902.5172360936715,975916,2458667,4653875,13081833,515008,25960200,10000,10000,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,append,100,100,1397125,71575.5569473025,1397125,1781709,1910084,1910084,515008,1590328,10100,10100,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,append,100,100,1430208,69919.8997628317,1430208,1982834,2148541,2148541,515008,1590328,10100,10100,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,random,100,100,8477667,11795.698038151299,8477667,12525583,13625458,13625458,515008,13533376,10000,10000,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,random,100,100,9153625,10924.633683376804,9153625,14473667,14902500,14902500,515008,13533376,10000,10000,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,clustered,100,100,2780042,35970.679579661024,2780042,3890750,3969708,3969708,515008,2121808,10000,10000,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,clustered,100,100,2696667,37082.81371040622,2696667,3725958,4050416,4050416,515008,2121808,10000,10000,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,append,100,100,910917,109779.48594657911,910917,1796959,1913000,1913000,515008,560328,10100,10100,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,append,100,100,807541,123832.72180607548,807541,1211708,1297292,1297292,515008,560328,10100,10100,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,random,100,100,7726417,12942.609750418596,7726417,14347083,16103708,16103708,515008,955848,10000,10000,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,random,100,100,8064375,12400.217003797567,8064375,15514167,19321958,19321958,515008,955848,10000,10000,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,clustered,100,100,919125,108799.12960696315,919125,1918875,2522250,2522250,515008,572688,10000,10000,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,clustered,100,100,983833,101643.26669261958,983833,1560042,2315833,2315833,515008,572688,10000,10000,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,append,100,200,3339750,59884.72191032263,3339750,5154500,5346000,5346000,515008,638608,10200,10200,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,append,100,200,3263000,61293.28838492185,3263000,4349458,5248917,5248917,515008,638608,10200,10200,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,random,100,200,15172917,13181.381009333934,15172917,21110792,22128000,22128000,515008,1775728,10000,10000,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,random,100,200,21850666,9153.039088144957,21850666,116395167,146683041,146683041,515008,1775728,10000,10000,true,
sqlite-turso,candidate,8,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,clustered,100,200,2129125,93935.30206070568,2129125,4187459,4643625,4643625,515008,622128,10000,10000,true,
sqlite-turso,baseline,8,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,clustered,100,200,2589541,77233.76459380254,2589541,4304042,5438041,5438041,515008,622128,10000,10000,true,
sqlite-turso,baseline,9,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,append,100,100,27947167,3578.180214116157,117208,410875,4111167,18633958,483328,42962736,10100,10100,true,
sqlite-turso,candidate,9,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,append,100,100,21275500,4700.242062466217,110875,239875,1331417,13616625,483328,42962736,10100,10100,true,
sqlite-turso,baseline,9,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,random,100,100,28106500,3557.8958603881665,161917,387250,5930000,15708250,483328,67166072,10000,10000,true,
sqlite-turso,candidate,9,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,random,100,100,29094416,3437.0856593237686,168250,595792,7250833,38886791,483328,67166072,10000,10000,true,
sqlite-turso,baseline,9,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,clustered,100,100,15296791,6537.318840271793,72791,144042,293958,10590334,483328,35786616,10000,10000,true,
sqlite-turso,candidate,9,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,clustered,100,100,16257125,6151.1491115434,76083,166375,467541,11317875,483328,35786616,10000,10000,true,
sqlite-turso,baseline,9,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,append,100,100,180542,553887.7380332554,180542,341792,1357042,1357042,483328,1612048,10100,10100,true,
sqlite-turso,candidate,9,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,append,100,100,179375,557491.2891986063,179375,350584,1405416,1405416,483328,1612048,10100,10100,true,
sqlite-turso,baseline,9,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,random,100,100,4013792,24914.096196315106,4013792,10996000,11173750,11173750,483328,17017216,10000,10000,true,
sqlite-turso,candidate,9,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,random,100,100,4106000,24354.603019970775,4106000,10591875,11817041,11817041,483328,17017216,10000,10000,true,
sqlite-turso,baseline,9,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,clustered,100,100,392584,254722.55619179588,392584,561750,1692167,1692167,483328,2778008,10000,10000,true,
sqlite-turso,candidate,9,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,clustered,100,100,370834,269662.4365619118,370834,551125,1934583,1934583,483328,2778008,10000,10000,true,
sqlite-turso,baseline,9,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,append,100,100,73000,1369863.01369863,73000,105417,114542,114542,483328,499712,10100,10100,true,
sqlite-turso,candidate,9,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,append,100,100,74167,1348308.5469278789,74167,83541,175083,175083,483328,499712,10100,10100,true,
sqlite-turso,baseline,9,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,random,100,100,2564041,39000.936412483265,2564041,3101583,3377834,3377834,483328,925696,10000,10000,true,
sqlite-turso,candidate,9,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,random,100,100,2617791,38200.146612162695,2617791,3271917,4310458,4310458,483328,925696,10000,10000,true,
sqlite-turso,baseline,9,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,clustered,100,100,208375,479904.0191961608,208375,248333,257208,257208,483328,520192,10000,10000,true,
sqlite-turso,candidate,9,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,clustered,100,100,206917,483285.56860963575,206917,213041,234000,234000,483328,520192,10000,10000,true,
sqlite-turso,baseline,9,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,append,100,200,285583,700321.7978661195,285583,349666,480125,480125,483328,536576,10200,10200,true,
sqlite-turso,candidate,9,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,append,100,200,290333,688864.1663193643,290333,351083,484833,484833,483328,536576,10200,10200,true,
sqlite-turso,baseline,9,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,random,100,200,5227292,38260.72849957492,5227292,5506708,5546458,5546458,483328,1744896,10000,10000,true,
sqlite-turso,candidate,9,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,random,100,200,5202417,38443.66954821192,5202417,5519791,5660416,5660416,483328,1744896,10000,10000,true,
sqlite-turso,baseline,9,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,clustered,100,200,145542,1374173.778015968,145542,180500,200083,200083,483328,540672,10000,10000,true,
sqlite-turso,candidate,9,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,clustered,100,200,139875,1429848.0786416442,139875,157791,198792,198792,483328,540672,10000,10000,true,
sqlite-turso,baseline,9,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,append,100,100,96490000,1036.376826614157,924875,1235625,2308625,5161917,515008,32021080,10100,10100,true,
sqlite-turso,candidate,9,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,append,100,100,33335333,2999.8200407957524,294916,404042,1304000,4573917,515008,32021080,10100,10100,true,
sqlite-turso,baseline,9,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,random,100,100,119379792,837.662709279976,1118250,1700000,2827458,4904583,515008,54928032,10000,10000,true,
sqlite-turso,candidate,9,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,random,100,100,52161000,1917.1411591035449,427500,877417,1685708,3718208,515008,54928032,10000,10000,true,
sqlite-turso,baseline,9,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,clustered,100,100,90297792,1107.4467911684928,838458,1447916,3155000,14486000,515008,25960200,10000,10000,true,
sqlite-turso,candidate,9,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,clustered,100,100,27546375,3630.241728721111,223500,459542,1274125,6367667,515008,25960200,10000,10000,true,
