suite,revision_role,pair,schema,revision,dirty,adapter,records,repetition,api,pattern,configured_changes,observed_changes,total_ns,operations_per_sec,p50_ns,p95_ns,p99_ns,max_ns,db_bytes_before,db_bytes_after,expected_records,observed_records,validated,error
sqlite-turso,baseline,11,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,random,100,100,111536375,896.5684961520401,1086500,1939375,4149875,17525583,515008,54928032,10000,10000,true,
sqlite-turso,candidate,11,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,random,100,100,48845750,2047.2610206619818,408417,787375,1650875,4470208,515008,54928032,10000,10000,true,
sqlite-turso,baseline,11,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,clustered,100,100,85380917,1171.221901962004,789583,1114208,1752459,7959958,515008,25960200,10000,10000,true,
sqlite-turso,candidate,11,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,clustered,100,100,26689417,3746.803461461897,217542,444208,1244500,7639000,515008,25960200,10000,10000,true,
sqlite-turso,baseline,11,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,append,100,100,1486208,67285.33287399879,1486208,1776125,2068250,2068250,515008,1590328,10100,10100,true,
sqlite-turso,candidate,11,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,append,100,100,1478917,67617.04679843425,1478917,1760041,1793208,1793208,515008,1590328,10100,10100,true,
sqlite-turso,baseline,11,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,random,100,100,7542250,13258.642977891213,7542250,10352458,10962667,10962667,515008,13533376,10000,10000,true,
sqlite-turso,candidate,11,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,random,100,100,7501625,13330.445070234782,7501625,9714041,9846292,9846292,515008,13533376,10000,10000,true,
sqlite-turso,baseline,11,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,clustered,100,100,2453417,40759.479534053935,2453417,2775458,3061875,3061875,515008,2121808,10000,10000,true,
sqlite-turso,candidate,11,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,clustered,100,100,2373209,42137.03892071874,2373209,2776042,2977542,2977542,515008,2121808,10000,10000,true,
sqlite-turso,baseline,11,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,append,100,100,693541,144187.58227703912,693541,958458,990416,990416,515008,560328,10100,10100,true,
sqlite-turso,candidate,11,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,append,100,100,688333,145278.52071599066,688333,872833,891333,891333,515008,560328,10100,10100,true,
sqlite-turso,baseline,11,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,random,100,100,6736625,14844.228378453603,6736625,8975959,9552083,9552083,515008,955848,10000,10000,true,
sqlite-turso,candidate,11,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,random,100,100,6566041,15229.877486296537,6566041,7477208,8024375,8024375,515008,955848,10000,10000,true,
sqlite-turso,baseline,11,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,clustered,100,100,807583,123826.28163297147,807583,880750,1021000,1021000,515008,572688,10000,10000,true,
sqlite-turso,candidate,11,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,clustered,100,100,801666,124740.22847420248,801666,980708,1060791,1060791,515008,572688,10000,10000,true,
sqlite-turso,baseline,11,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,append,100,200,2723500,73434.9183036534,2723500,3473667,3478834,3478834,515008,638608,10200,10200,true,
sqlite-turso,candidate,11,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,append,100,200,2847542,70236.01407810666,2847542,3369083,3440666,3440666,515008,638608,10200,10200,true,
sqlite-turso,baseline,11,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,random,100,200,13058083,15316.18385332671,13058083,13729750,13768917,13768917,515008,1775728,10000,10000,true,
sqlite-turso,candidate,11,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,random,100,200,12926708,15471.843256612588,12926708,13258333,16225625,16225625,515008,1775728,10000,10000,true,
sqlite-turso,baseline,11,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,clustered,100,200,1505459,132849.8484515354,1505459,1754459,1768709,1768709,515008,622128,10000,10000,true,
sqlite-turso,candidate,11,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,clustered,100,200,1498750,133444.53711426188,1498750,1800167,1972792,1972792,515008,622128,10000,10000,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,append,100,100,18041292,5542.840279953342,98458,140292,222083,11387500,483328,42962736,10100,10100,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,append,100,100,18470250,5414.1118826220545,98708,140417,217750,11294750,483328,42962736,10100,10100,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,random,100,100,24961000,4006.2497496093906,141792,230583,5292917,12031791,483328,67166072,10000,10000,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,random,100,100,26507458,3772.52318951142,148083,262792,6584875,13718958,483328,67166072,10000,10000,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,clustered,100,100,14095709,7094.357580736095,68375,132917,236667,11393125,483328,35786616,10000,10000,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,clustered,100,100,14211542,7036.534107277029,70458,137458,237625,11431709,483328,35786616,10000,10000,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,append,100,100,165375,604686.3189720332,165375,309666,1315875,1315875,483328,1612048,10100,10100,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,append,100,100,193791,516019.83580248826,193791,487792,1481334,1481334,483328,1612048,10100,10100,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,random,100,100,3841000,26034.886748242647,3841000,10833542,12464625,12464625,483328,17017216,10000,10000,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,random,100,100,3659625,27325.20408511801,3659625,10383792,10656542,10656542,483328,17017216,10000,10000,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,clustered,100,100,351625,284393.8855314611,351625,473375,1708833,1708833,483328,2778008,10000,10000,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,clustered,100,100,361166,276880.99101244303,361166,434709,1662917,1662917,483328,2778008,10000,10000,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,append,100,100,73667,1357459.9209958327,73667,134083,148750,148750,483328,499712,10100,10100,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,append,100,100,69709,1434534.9954812147,69709,81250,106167,106167,483328,499712,10100,10100,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,random,100,100,2429084,41167.78176464873,2429084,2819458,3672375,3672375,483328,925696,10000,10000,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,random,100,100,2428417,41179.089093841794,2428417,2574583,2594417,2594417,483328,925696,10000,10000,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,clustered,100,100,192250,520156.04681404424,192250,226666,344875,344875,483328,520192,10000,10000,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,clustered,100,100,191875,521172.6384364821,191875,255417,302917,302917,483328,520192,10000,10000,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,append,100,200,280708,712484.1472277242,280708,351000,489083,489083,483328,536576,10200,10200,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,append,100,200,266417,750702.845539136,266417,395333,481167,481167,483328,536576,10200,10200,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,random,100,200,5073250,39422.46094712462,5073250,6304583,6373084,6373084,483328,1744896,10000,10000,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,random,100,200,5014708,39882.681105260766,5014708,5323667,5630292,5630292,483328,1744896,10000,10000,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,clustered,100,200,140500,1423487.5444839858,140500,147042,178292,178292,483328,540672,10000,10000,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,clustered,100,200,134083,1491613.403638045,134083,151583,190958,190958,483328,540672,10000,10000,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,append,100,100,31853333,3139.3888984866985,286375,382291,954292,4535333,515008,32021080,10100,10100,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,append,100,100,88380667,1131.4691707407005,843833,1056416,1643750,4579250,515008,32021080,10100,10100,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,random,100,100,47522292,2104.2756102757,407250,778125,1347083,3873500,515008,54928032,10000,10000,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,random,100,100,104807834,954.1271504570927,991958,1381834,2233500,4340000,515008,54928032,10000,10000,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,clustered,100,100,25647875,3898.9584907131684,213625,424291,1054250,6001000,515008,25960200,10000,10000,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,clustered,100,100,82516125,1211.8843438176477,776875,1057583,1666042,3564041,515008,25960200,10000,10000,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,append,100,100,1221917,81838.61915334675,1221917,1537250,1829000,1829000,515008,1590328,10100,10100,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,append,100,100,1272333,78595.77642016673,1272333,1732292,1895125,1895125,515008,1590328,10100,10100,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,random,100,100,7733750,12930.337805075158,7733750,9932417,9966792,9966792,515008,13533376,10000,10000,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,random,100,100,7580334,13192.030852466396,7580334,10513459,10585500,10585500,515008,13533376,10000,10000,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,clustered,100,100,2377542,42060.245413119934,2377542,6256083,7612833,7612833,515008,2121808,10000,10000,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,clustered,100,100,2324083,43027.72319233005,2324083,2760209,2782833,2782833,515008,2121808,10000,10000,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,append,100,100,721958,138512.21262178686,721958,939000,944917,944917,515008,560328,10100,10100,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,append,100,100,724041,138113.7256039368,724041,1083042,1892500,1892500,515008,560328,10100,10100,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,random,100,100,6701083,14922.960960191062,6701083,8346875,8357292,8357292,515008,955848,10000,10000,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,random,100,100,6833250,14634.324808839132,6833250,8178166,8357666,8357666,515008,955848,10000,10000,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,clustered,100,100,738625,135386.69825689626,738625,1049083,1072209,1072209,515008,572688,10000,10000,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,clustered,100,100,976583,102397.85046432306,976583,1150834,2264959,2264959,515008,572688,10000,10000,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,append,100,200,2770208,72196.74479317077,2770208,3202041,3313917,3313917,515008,638608,10200,10200,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,append,100,200,2743916,72888.5286575828,2743916,3153458,3258083,3258083,515008,638608,10200,10200,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,random,100,200,12878875,15529.306713513408,12878875,13319375,13582042,13582042,515008,1775728,10000,10000,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,random,100,200,12944708,15450.329200164268,12944708,13765250,13793041,13793041,515008,1775728,10000,10000,true,
sqlite-turso,candidate,12,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,clustered,100,200,1412750,141567.86409485046,1412750,1640666,1693416,1693416,515008,622128,10000,10000,true,
sqlite-turso,baseline,12,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,clustered,100,200,1453875,137563.40813343652,1453875,1675708,1818333,1818333,515008,622128,10000,10000,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,append,100,100,18674375,5354.931557281034,99625,154833,1022000,10655250,483328,42962736,10100,10100,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,append,100,100,19158458,5219.62675701771,102000,253042,3000042,16928958,483328,42962736,10100,10100,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,random,100,100,24769458,4037.2300435479856,143166,243750,5165667,12574958,483328,67166072,10000,10000,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,random,100,100,24380958,4101.561554718235,140459,235500,4928125,12890375,483328,67166072,10000,10000,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,clustered,100,100,13785250,7254.130320451207,70208,135292,238000,11699959,483328,35786616,10000,10000,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,clustered,100,100,14569000,6863.889079552475,68500,130500,233708,9726292,483328,35786616,10000,10000,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,append,100,100,164166,609139.5295006274,164166,300666,1413708,1413708,483328,1612048,10100,10100,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,append,100,100,163667,610996.7189476192,163667,322458,1177208,1177208,483328,1612048,10100,10100,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,random,100,100,3778292,26466.985611487944,3778292,10114208,11216625,11216625,483328,17017216,10000,10000,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,random,100,100,3665416,27282.0329261399,3665416,10412750,10932541,10932541,483328,17017216,10000,10000,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,clustered,100,100,390000,256410.2564102564,390000,553166,1749417,1749417,483328,2778008,10000,10000,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,clustered,100,100,345875,289121.79255511385,345875,489041,1685917,1685917,483328,2778008,10000,10000,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,append,100,100,66917,1494388.5709162096,66917,108292,113292,113292,483328,499712,10100,10100,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,append,100,100,71792,1392912.8593715178,71792,106250,157125,157125,483328,499712,10100,10100,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,random,100,100,2452000,40783.034257748775,2452000,2685583,2688417,2688417,483328,925696,10000,10000,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,random,100,100,2474042,40419.68568035628,2474042,2675875,2692792,2692792,483328,925696,10000,10000,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,clustered,100,100,192583,519256.63220533484,192583,211042,230167,230167,483328,520192,10000,10000,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,clustered,100,100,205334,487011.405807124,205334,264875,269916,269916,483328,520192,10000,10000,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,append,100,200,267375,748013.090229079,267375,325083,449916,449916,483328,536576,10200,10200,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,append,100,200,277334,721152.112615114,277334,367542,491042,491042,483328,536576,10200,10200,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,random,100,200,4993042,40055.74156996877,4993042,5323708,5507292,5507292,483328,1744896,10000,10000,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,random,100,200,5038500,39694.35347821772,5038500,5388708,5744625,5744625,483328,1744896,10000,10000,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,clustered,100,200,138167,1447523.6489176142,138167,151792,177583,177583,483328,540672,10000,10000,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,clustered,100,200,149000,1342281.8791946308,149000,206292,263834,263834,483328,540672,10000,10000,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,append,100,100,89388417,1118.713177346009,853958,1093709,1827834,4262417,515008,32021080,10100,10100,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,append,100,100,32335208,3092.6041978761973,288416,379208,930417,5211917,515008,32021080,10100,10100,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,random,100,100,105287959,949.7762227492699,998250,1408500,2447583,4971166,515008,54928032,10000,10000,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,random,100,100,47703042,2096.3023699830296,408833,793375,1800792,23861583,515008,54928032,10000,10000,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,clustered,100,100,83773542,1193.69430505875,788625,1131209,1902916,4901875,515008,25960200,10000,10000,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,clustered,100,100,26264542,3807.41457437179,219458,444083,1147542,3069708,515008,25960200,10000,10000,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,append,100,100,1350042,74071.76961901927,1350042,1649583,1650667,1650667,515008,1590328,10100,10100,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,append,100,100,1269125,78794.44499162809,1269125,1777291,1808500,1808500,515008,1590328,10100,10100,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,random,100,100,7706208,12976.550853545608,7706208,10459292,10811542,10811542,515008,13533376,10000,10000,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,random,100,100,7724167,12946.379849115121,7724167,10102917,10683791,10683791,515008,13533376,10000,10000,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,clustered,100,100,2449208,40829.525299607056,2449208,2862250,2936208,2936208,515008,2121808,10000,10000,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,clustered,100,100,2458209,40680.02354559763,2458209,2748708,2777042,2777042,515008,2121808,10000,10000,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,append,100,100,544709,183584.26242268807,544709,791917,860875,860875,515008,560328,10100,10100,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,append,100,100,585208,170879.41381525886,585208,870584,1081458,1081458,515008,560328,10100,10100,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,random,100,100,7062833,14158.624449990535,7062833,8924250,15337291,15337291,515008,955848,10000,10000,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,random,100,100,7005084,14275.346305626028,7005084,8003291,8470125,8470125,515008,955848,10000,10000,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,clustered,100,100,831250,120300.75187969925,831250,1373125,1903167,1903167,515008,572688,10000,10000,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,clustered,100,100,748459,133607.85293516412,748459,911458,1033292,1033292,515008,572688,10000,10000,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,append,100,200,2928250,68300.17928797063,2928250,3442333,4003875,4003875,515008,638608,10200,10200,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,append,100,200,2912041,68680.35168460883,2912041,3186458,3398167,3398167,515008,638608,10200,10200,true,
sqlite-turso,baseline,13,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,random,100,200,12977209,15411.634350652748,12977209,13456917,13553666,13553666,515008,1775728,10000,10000,true,
sqlite-turso,candidate,13,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,random,100,200,13136083,15225.238756484714,13136083,13677583,14645791,14645791,515008,1775728,10000,10000,true,
