implementation,revision,records,phase,workload,operation,operations,elapsed_ns,ns_per_op,ops_per_sec,workload_digest,result_count,validated,run
rust,b087770d79b5+src.b85a0408b624,5000000,fresh,append,write,5000000,1455809792,291.162,3434514.610,d1647945eb322bb6,5000000,true,1
rust,b087770d79b5+src.b85a0408b624,5000000,fresh,append,point_read,100000,89011541,890.115,1123449.823,d1647945eb322bb6,5000000,true,1
rust,b087770d79b5+src.b85a0408b624,5000000,fresh,append,range_scan,5000000,28969792,5.794,172593576.095,d1647945eb322bb6,5000000,true,1
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,fresh,append,write,5000000,35240018250,7048.004,141884.149,d1647945eb322bb6,5000000,true,1
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,fresh,append,point_read,100000,148952292,1489.523,671355.900,d1647945eb322bb6,5000000,true,1
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,fresh,append,range_scan,5000000,195154250,39.031,25620758.964,d1647945eb322bb6,5000000,true,1
rust,b087770d79b5+src.b85a0408b624,5000000,fresh,random,write,5000000,3953136834,790.627,1264818.348,381618c8cd44f2be,5000000,true,1
rust,b087770d79b5+src.b85a0408b624,5000000,fresh,random,point_read,100000,88786917,887.869,1126292.064,381618c8cd44f2be,5000000,true,1
rust,b087770d79b5+src.b85a0408b624,5000000,fresh,random,range_scan,5000000,29094792,5.819,171852062.046,381618c8cd44f2be,5000000,true,1
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,fresh,random,write,5000000,25917201708,5183.440,192922.062,381618c8cd44f2be,5000000,true,1
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,fresh,random,point_read,100000,171796417,1717.964,582084.317,381618c8cd44f2be,5000000,true,1
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,fresh,random,range_scan,5000000,193932708,38.787,25782138.823,381618c8cd44f2be,5000000,true,1
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,fresh,clustered,write,5000000,19951626917,3990.325,250606.130,8ef05bfe0e072492,5000000,true,1
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,fresh,clustered,point_read,100000,173114291,1731.143,577653.060,8ef05bfe0e072492,5000000,true,1
dolt-go,6b2372c7d4de+runner.0eeaa05ba605,5000000,fresh,clustered,range_scan,5000000,195739333,39.148,25544176.142,8ef05bfe0e072492,5000000,true,1
rust,b087770d79b5+src.b85a0408b624,5000000,fresh,clustered,write,5000000,2016906167,403.381,2479044.430,8ef05bfe0e072492,5000000,true,1
rust,b087770d79b5+src.b85a0408b624,5000000,fresh,clustered,point_read,100000,88447959,884.480,1130608.339,8ef05bfe0e072492,5000000,true,1
