workload,base_entries,mutations,workers,effective_workers,callers,run,elapsed_ns,ops_per_sec,p50_ns,p95_ns,p99_ns,peak_rss_bytes,nodes_read,nodes_written,bytes_read,bytes_written,batch_get_calls,batch_put_calls,parallel_tasks,structural_islands,coalesced_islands,root
delete-only,1000000,100000,0,1,1,3,311320084,321212.813,307829083,311320084,311320084,1018806272,14925,13407,27826645,25051109,0,1,0,0,0,5c38fd47c4989d4fb75cfb001eeec354735f5386e2720dc73619b891909993c3
delete-only,1000000,100000,0,1,1,4,310656667,321898.773,307829083,311320084,311320084,1018806272,14925,13407,27826645,25051109,0,1,0,0,0,5c38fd47c4989d4fb75cfb001eeec354735f5386e2720dc73619b891909993c3
delete-only,1000000,100000,0,1,1,5,309995458,322585.372,307829083,311320084,311320084,1018806272,14925,13407,27826645,25051109,0,1,0,0,0,5c38fd47c4989d4fb75cfb001eeec354735f5386e2720dc73619b891909993c3
delete-only,1000000,100000,0,1,1,6,307829083,324855.595,307829083,311320084,311320084,1018806272,14925,13407,27826645,25051109,0,1,0,0,0,5c38fd47c4989d4fb75cfb001eeec354735f5386e2720dc73619b891909993c3
mixed-60-20-20,1000000,100000,1,1,1,1,335382375,298167.129,334559000,336166750,336166750,1057898496,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,2,330063500,302972.004,334559000,336166750,336166750,1057914880,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,3,329555542,303438.988,334559000,336166750,336166750,1057914880,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,4,336166750,297471.419,334559000,336166750,336166750,1057931264,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,5,334915541,298582.740,334559000,336166750,336166750,1057931264,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,1,1,1,6,334559000,298900.941,334559000,336166750,336166750,1057931264,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,0,1,1,1,335836292,297764.126,334490709,335836292,335836292,1057914880,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,0,1,1,2,334916667,298581.736,334490709,335836292,335836292,1057914880,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,0,1,1,3,334490709,298961.966,334490709,335836292,335836292,1057931264,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,0,1,1,4,335809125,297788.215,334490709,335836292,335836292,1057931264,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,0,1,1,5,332727375,300546.356,334490709,335836292,335836292,1057931264,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
mixed-60-20-20,1000000,100000,0,1,1,6,331460709,301694.884,334490709,335836292,335836292,1057931264,14925,14890,27826777,27824859,0,1,0,0,0,d469989e74ce658461911e069cf78330d744fc0130f6f6d8d16ea51e184b6b5b
