implementation,revision,records,phase,workload,operation,operations,elapsed_ns,ns_per_op,ops_per_sec,workload_digest,result_count,validated,run
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,mutation,clustered,point_read,100000,31055000,310.550,3220093.383,6ca617ea012d7c88,11500000,true,1
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,mutation,clustered,range_scan,11500000,443375541,38.554,25937380.249,6ca617ea012d7c88,11500000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,clustered,write,3000000,12508135958,4169.379,239843.891,6ca617ea012d7c88,11500000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,clustered,point_read,100000,69672334,696.723,1435289.939,6ca617ea012d7c88,11500000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,clustered,range_scan,11500000,468317250,40.723,24556003.436,6ca617ea012d7c88,11500000,true,1
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,append,write,10000000,145533280125,14553.328,68712.806,f7849416b3dcc750,10000000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,append,point_read,100000,184801125,1848.011,541122.247,f7849416b3dcc750,10000000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,append,range_scan,10000000,396966958,39.697,25191013.505,f7849416b3dcc750,10000000,true,2
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,append,write,10000000,5528916167,552.892,1808672.749,f7849416b3dcc750,10000000,true,2
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,append,point_read,100000,116777542,1167.775,856329.036,f7849416b3dcc750,10000000,true,2
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,append,range_scan,10000000,385447500,38.545,25943870.436,f7849416b3dcc750,10000000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,random,write,10000000,97460960250,9746.096,102605.186,4d41b1d77b2f6508,10000000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,random,point_read,100000,152164583,1521.646,657183.150,4d41b1d77b2f6508,10000000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,random,range_scan,10000000,391078167,39.108,25570335.661,4d41b1d77b2f6508,10000000,true,2
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,random,write,10000000,10429504083,1042.950,958818.360,4d41b1d77b2f6508,10000000,true,2
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,random,point_read,100000,111916875,1119.169,893520.302,4d41b1d77b2f6508,10000000,true,2
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,random,range_scan,10000000,351466500,35.147,28452213.796,4d41b1d77b2f6508,10000000,true,2
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,clustered,write,10000000,6580483375,658.048,1519645.204,6966fef6c9ae31a0,10000000,true,2
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,clustered,point_read,100000,133328459,1333.285,750027.419,6966fef6c9ae31a0,10000000,true,2
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,fresh,clustered,range_scan,10000000,457880708,45.788,21839749.579,6966fef6c9ae31a0,10000000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,clustered,write,10000000,75435737834,7543.574,132563.163,6966fef6c9ae31a0,10000000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,clustered,point_read,100000,200679791,2006.798,498306.279,6966fef6c9ae31a0,10000000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,fresh,clustered,range_scan,10000000,404774458,40.477,24705116.151,6966fef6c9ae31a0,10000000,true,2
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,mutation,append,write,3000000,1729148042,576.383,1734958.446,f87678739d7b42d0,13000000,true,2
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,mutation,append,point_read,100000,33476167,334.762,2987199.819,f87678739d7b42d0,13000000,true,2
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,mutation,append,range_scan,13000000,484550958,37.273,26828963.570,f87678739d7b42d0,13000000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,append,write,3000000,14264502417,4754.834,210312.278,f87678739d7b42d0,13000000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,append,point_read,100000,65498000,654.980,1526764.176,f87678739d7b42d0,13000000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,append,range_scan,13000000,554220042,42.632,23456387.382,f87678739d7b42d0,13000000,true,2
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,mutation,random,write,3000000,8751804459,2917.268,342786.452,e6dbf9a1f5bf1fbb,11500000,true,2
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,mutation,random,point_read,100000,130846500,1308.465,764254.298,e6dbf9a1f5bf1fbb,11500000,true,2
rust-go-binding,c76618184bdf+binding.5672162d108e,10000000,mutation,random,range_scan,11500000,453130583,39.403,25378997.648,e6dbf9a1f5bf1fbb,11500000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,random,write,3000000,16933642709,5644.548,177162.118,e6dbf9a1f5bf1fbb,11500000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,random,point_read,100000,236965250,2369.653,422002.804,e6dbf9a1f5bf1fbb,11500000,true,2
native-go,6b2372c7d4de+runner.0eeaa05ba605,10000000,mutation,random,range_scan,11500000,454768791,39.545,25287575.198,e6dbf9a1f5bf1fbb,11500000,true,2
